epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,34048.9,0.41959,0.61515,0.38478,1.01762,0.88662,0.98413,0.98687,0.87436,0.88662,0.98413,0.98687,0.55751,0.50517,2.62547,1.20429,1.23581,0.00173666,0.00173666,0.00173666
135,34051.7,0.46309,0.59344,0.4099,1.04956,0.92398,1,0.99282,0.91922,0.92398,1,0.99282,0.66519,0.36382,2.04824,0.98611,0.98009,0.00173468,0.00173468,0.00173468
136,34054.4,0.39632,0.5235,0.39809,0.98687,0.96868,0.98192,0.99279,0.90706,0.96868,0.98192,0.99279,0.78697,0.37051,0.85286,0.86947,1.05076,0.0017327,0.0017327,0.0017327
137,34057.3,0.44096,0.69284,0.41089,1.03022,1,0.97121,0.99484,0.86374,1,0.97121,0.99484,0.74557,0.38367,0.84046,0.90025,1.01983,0.00173072,0.00173072,0.00173072
138,34059.9,0.41518,0.67362,0.39282,1.03715,0.95132,1,0.99173,0.85783,0.95132,1,0.99173,0.67041,0.44734,1.43805,1.09801,1.08038,0.00172874,0.00172874,0.00172874
139,34062.6,0.39704,0.54264,0.41232,0.99004,0.96508,0.96825,0.99251,0.83157,0.96508,0.96825,0.99251,0.47125,0.53969,3.68582,1.60726,1.3284,0.00172676,0.00172676,0.00172676
140,34065.3,0.41207,0.53915,0.40293,1.00021,0.95204,0.95238,0.99129,0.85974,0.95204,0.95238,0.99129,0.5108,0.47072,3.8697,1.84897,1.19877,0.00172478,0.00172478,0.00172478
141,34068.2,0.44538,0.70188,0.41194,1.026,0.93939,0.98413,0.99079,0.92126,0.93939,0.98413,0.99079,0.38175,0.40557,6.27378,1.59408,1.13899,0.0017228,0.0017228,0.0017228
142,34070.9,0.42267,0.58552,0.41527,1.00376,0.98289,0.91201,0.98742,0.91214,0.98289,0.91201,0.98742,0.29371,0.40614,8.22855,1.49175,1.12314,0.00172082,0.00172082,0.00172082
143,34073.7,0.4044,0.53677,0.36364,0.98485,0.90668,0.92541,0.97279,0.85204,0.83362,0.88889,0.90113,0.1792,0.4543,10.6363,1.57684,1.06676,0.00171884,0.00171884,0.00171884
144,34076.4,0.35688,0.61102,0.38864,0.97865,0.90056,0.86256,0.97301,0.80399,0.35556,0.38539,0.24087,0.02914,0.5566,20.9248,1.99021,1.37674,0.00171686,0.00171686,0.00171686
145,35689.4,0.41558,0.64029,0.39982,1.0123,0.91389,0.79365,0.9351,0.7228,0.4544,0.39683,0.26267,0.02817,0.64222,26.1222,2.66426,1.66275,0.00171488,0.00171488,0.00171488
146,35692,0.44705,0.70714,0.4379,1.02965,0.68183,0.85045,0.82005,0.53609,0.65226,0.83368,0.71904,0.13509,0.73425,13.7048,2.51493,1.98633,0.0017129,0.0017129,0.0017129
147,36581,0.41218,0.46613,0.37133,1.01765,0.68581,0.95238,0.80677,0.56568,0.68581,0.95238,0.80059,0.3849,0.66838,3.15514,1.69301,1.63866,0.00171092,0.00171092,0.00171092
148,36694.5,0.3968,0.54454,0.40303,1.00213,0.73375,0.95238,0.91808,0.70701,0.73375,0.95238,0.88879,0.64969,0.52272,0.7899,1.1144,1.13566,0.00170894,0.00170894,0.00170894
149,36696.1,0.43734,0.54147,0.42877,1.01795,0.79873,0.95238,0.95494,0.82603,0.79873,0.95238,0.95494,0.798,0.43701,0.55467,0.77758,0.98372,0.00170696,0.00170696,0.00170696
150,36704.4,0.43069,0.57581,0.41369,1.00274,0.99344,1,0.995,0.91294,0.99344,1,0.995,0.85049,0.37168,0.62213,0.58099,0.8882,0.00170498,0.00170498,0.00170498
151,36706,0.438,0.75462,0.43261,1.02913,0.9957,1,0.995,0.92376,0.9957,1,0.995,0.84718,0.4,0.74147,0.68063,0.92339,0.001703,0.001703,0.001703
152,36707.6,0.41589,0.67656,0.41484,1.00329,0.99986,0.98413,0.99469,0.91946,0.99986,0.98413,0.99469,0.72159,0.48247,1.26728,1.55771,1.03652,0.00170102,0.00170102,0.00170102
153,36709.6,0.39846,0.51111,0.40128,0.98002,0.79858,0.87302,0.91781,0.85478,0.79858,0.87302,0.91781,0.37022,0.46963,4.91925,2.75984,1.01516,0.00169904,0.00169904,0.00169904
154,36714.5,0.42466,0.56348,0.36844,1.03856,0.89781,0.88889,0.96404,0.88256,0.89781,0.88889,0.96226,0.67472,0.49226,1.30211,1.84422,1.02918,0.00169706,0.00169706,0.00169706
155,36716.1,0.4511,0.63036,0.39871,0.99474,0.991,1,0.995,0.91404,0.991,1,0.995,0.84598,0.50821,0.46771,0.95228,0.95004,0.00169508,0.00169508,0.00169508
156,36717.7,0.40247,0.49916,0.37875,0.97395,0.99349,1,0.995,0.89566,0.99349,1,0.995,0.83365,0.56699,0.45973,0.63389,0.9215,0.0016931,0.0016931,0.0016931
157,36719.9,0.39029,0.56981,0.36133,0.97896,0.89889,0.98785,0.98637,0.82105,0.89889,0.98785,0.98637,0.79687,0.76205,0.44739,0.80399,1.07629,0.00169112,0.00169112,0.00169112
158,36725.6,0.44684,0.63779,0.38749,0.99456,0.73162,1,0.87224,0.50545,0.73162,1,0.87224,0.55478,0.98865,0.46948,1.24264,1.28697,0.00168914,0.00168914,0.00168914
159,36728.4,0.4075,0.49879,0.39575,0.99949,0.82649,1,0.93316,0.54393,0.82649,1,0.93316,0.57515,0.86604,0.56403,1.18856,1.26327,0.00168716,0.00168716,0.00168716
160,36731.2,0.3656,0.52595,0.33689,0.97721,0.88948,1,0.94984,0.63916,0.88948,1,0.94984,0.6486,0.71453,0.6324,1.05324,1.12302,0.00168518,0.00168518,0.00168518
161,36734,0.4402,0.75483,0.41594,1.0045,0.82372,0.96825,0.9598,0.61211,0.82372,0.96825,0.9598,0.60256,0.76898,0.60646,1.11489,1.16624,0.0016832,0.0016832,0.0016832
162,36736.9,0.36946,0.56527,0.35611,0.97289,0.85503,0.93651,0.94924,0.74491,0.85503,0.93651,0.94924,0.73406,0.65154,0.45317,0.9873,1.0244,0.00168122,0.00168122,0.00168122
163,36739.7,0.36425,0.57495,0.37434,1.00408,0.90301,1,0.95624,0.86462,0.90301,1,0.95624,0.84043,0.53371,0.40851,0.78736,0.88762,0.00167924,0.00167924,0.00167924
164,36742.6,0.39708,0.61086,0.38825,0.9712,0.82894,1,0.94903,0.88924,0.82894,1,0.94903,0.84177,0.41563,0.4358,0.68217,0.7894,0.00167726,0.00167726,0.00167726
165,36745.5,0.38375,0.5073,0.34233,0.97853,0.78856,0.94724,0.96276,0.73715,0.78856,0.94724,0.96276,0.71053,0.3651,0.50088,0.85451,0.75092,0.00167528,0.00167528,0.00167528
166,36748.4,0.33033,0.51523,0.31972,0.96833,0.81381,0.96825,0.9684,0.67292,0.80047,0.95238,0.94938,0.62098,0.42035,0.60825,1.11007,0.8136,0.0016733,0.0016733,0.0016733
167,36751.2,0.37363,0.5975,0.34222,0.98216,0.86734,0.93408,0.97531,0.68249,0.85293,0.92053,0.95727,0.62484,0.45575,0.67013,1.0573,0.88127,0.00167132,0.00167132,0.00167132
168,36754,0.4066,0.58731,0.3837,1.02639,0.95783,1,0.99484,0.71562,0.95783,1,0.99484,0.64513,0.44527,0.71536,1.00858,0.87679,0.00166934,0.00166934,0.00166934
169,36756.8,0.35742,0.49483,0.32429,0.94455,0.98411,0.98311,0.99453,0.7659,0.98411,0.98311,0.99453,0.69161,0.44255,0.75146,0.87365,0.8189,0.00166736,0.00166736,0.00166736
170,36759.6,0.37602,0.54952,0.33683,0.96104,0.97606,1,0.99484,0.79363,0.97606,1,0.99484,0.70024,0.40417,0.83589,0.83185,0.73818,0.00166538,0.00166538,0.00166538
171,36762.4,0.36623,0.55036,0.3533,0.98878,0.9505,1,0.98672,0.716,0.9505,1,0.98672,0.63963,0.51148,0.91186,1.10234,0.82428,0.0016634,0.0016634,0.0016634
172,36765.2,0.41237,0.5238,0.36529,0.99584,0.97673,0.98413,0.99437,0.6494,0.97673,0.98413,0.99437,0.5808,0.46941,0.92392,1.37746,0.81876,0.00166142,0.00166142,0.00166142
173,36768.1,0.38283,0.6362,0.34006,1.00995,0.9388,0.97398,0.98672,0.65265,0.9388,0.97398,0.98672,0.59564,0.47871,1.00364,1.15542,0.82641,0.00165944,0.00165944,0.00165944
174,36771,0.38512,0.60508,0.32524,1.03035,0.92736,0.98413,0.98909,0.71473,0.92736,0.98413,0.98909,0.65222,0.56864,0.94044,0.95316,0.88203,0.00165746,0.00165746,0.00165746
175,36773.8,0.35668,0.49909,0.34914,0.95789,0.96469,1,0.99377,0.67324,0.96469,1,0.99377,0.65274,1.01855,0.84448,0.82125,1.18702,0.00165548,0.00165548,0.00165548
176,36776.7,0.40719,0.51209,0.38538,1.03195,0.89534,1,0.97652,0.58999,0.89534,1,0.97652,0.62665,1.36934,0.70235,0.98137,1.44299,0.0016535,0.0016535,0.0016535
177,36779.7,0.4111,0.57316,0.37539,1.00354,0.93619,0.93152,0.9734,0.6156,0.94901,0.95238,0.97957,0.65648,1.16952,0.62127,1.15933,1.26489,0.00165152,0.00165152,0.00165152
178,36782.6,0.35886,0.56237,0.32993,0.99134,0.80233,0.95238,0.92513,0.64804,0.82322,0.96096,0.9617,0.67194,0.57979,0.56641,1.22247,0.96122,0.00164954,0.00164954,0.00164954
179,36785.6,0.41322,0.60229,0.37199,1.00201,0.95372,0.98138,0.97936,0.67816,0.96915,0.99725,0.9923,0.72057,0.50799,0.52773,1.14815,0.89998,0.00164756,0.00164756,0.00164756
180,36788.4,0.35635,0.51998,0.37442,0.95418,0.99137,1,0.995,0.81479,0.99137,1,0.995,0.81491,0.44892,0.50782,0.83204,0.83046,0.00164558,0.00164558,0.00164558
181,36791.4,0.39686,0.57133,0.36791,1.00818,0.9925,1,0.995,0.93922,0.9925,1,0.995,0.86742,0.42158,0.51298,0.6513,0.78962,0.0016436,0.0016436,0.0016436
182,36794.2,0.383,0.55006,0.36277,0.95779,0.99814,1,0.995,0.9777,0.99814,1,0.995,0.87213,0.39043,0.50091,0.57384,0.77774,0.00164162,0.00164162,0.00164162
183,36797,0.38828,0.60269,0.35283,1.00128,0.49852,1,0.80487,0.76044,0.49852,1,0.80487,0.71158,0.47183,0.47451,2.0008,0.88851,0.00163964,0.00163964,0.00163964
184,36799.7,0.36893,0.52318,0.32878,0.98778,0.4959,1,0.85161,0.77164,0.4959,1,0.85161,0.7517,0.56325,0.45461,2.3646,1.0185,0.00163766,0.00163766,0.00163766
185,36802.5,0.37109,0.56836,0.35069,0.97679,0.85791,0.92063,0.97467,0.78865,0.85791,0.92063,0.97467,0.8049,0.62579,0.46151,1.74967,1.0709,0.00163568,0.00163568,0.00163568
186,36805.4,0.38519,0.6071,0.35607,0.99457,0.9949,1,0.995,0.84237,0.9949,1,0.995,0.85324,0.58809,0.46398,0.86439,1.03967,0.0016337,0.0016337,0.0016337
187,36808.2,0.43069,0.52289,0.36871,1.06108,0.99902,1,0.995,0.89938,0.99902,1,0.995,0.87757,0.55442,0.45982,0.86742,0.98101,0.00163172,0.00163172,0.00163172
188,36811,0.35769,0.53995,0.32752,0.97059,0.99678,1,0.995,0.93196,0.99678,1,0.995,0.89152,0.55102,0.46806,1.00829,0.97043,0.00162974,0.00162974,0.00162974
189,36813.9,0.38626,0.53378,0.35257,0.97869,0.99326,1,0.995,0.94497,0.99326,1,0.995,0.87327,0.589,0.48207,1.19833,1.08119,0.00162776,0.00162776,0.00162776
190,36816.9,0.41728,0.64662,0.37482,0.98411,1,0.99625,0.995,0.94939,1,0.99625,0.995,0.8691,0.48854,0.4759,1.06951,0.96283,0.00162578,0.00162578,0.00162578
191,36819.6,0.36336,0.6508,0.35004,0.98016,0.98028,1,0.995,0.96523,0.98028,1,0.995,0.88424,0.42499,0.45526,0.92842,0.85701,0.0016238,0.0016238,0.0016238
192,36822.4,0.40934,0.61794,0.33922,1.01338,0.98975,1,0.995,0.9545,0.98975,1,0.995,0.87927,0.36683,0.44747,0.76622,0.75164,0.00162182,0.00162182,0.00162182
193,36825.4,0.39487,0.54966,0.35904,0.97375,0.9755,1,0.99406,0.9654,0.9755,1,0.99406,0.88648,0.28908,0.42479,0.59756,0.65486,0.00161984,0.00161984,0.00161984
194,36828.1,0.38843,0.59989,0.3497,0.98779,0.99196,1,0.995,0.95969,0.99196,1,0.995,0.89885,0.28035,0.37976,0.54215,0.64044,0.00161786,0.00161786,0.00161786
195,36830.9,0.42548,0.57554,0.40954,1.02578,0.99665,1,0.995,0.93324,0.99665,1,0.995,0.88893,0.29388,0.36684,0.57519,0.66953,0.00161588,0.00161588,0.00161588
196,36833.7,0.35386,0.60935,0.3351,0.98527,0.99686,1,0.995,0.8803,0.99686,1,0.995,0.87711,0.34413,0.3781,0.62502,0.74568,0.0016139,0.0016139,0.0016139
197,36836.6,0.40557,0.62099,0.36094,0.97739,0.99692,1,0.995,0.85472,0.99692,1,0.995,0.84926,0.43012,0.38487,0.74077,0.91678,0.00161192,0.00161192,0.00161192
198,36839.4,0.37847,0.52185,0.33977,0.98682,0.99571,1,0.995,0.8599,0.99571,1,0.995,0.8386,0.48911,0.36463,0.70662,0.98605,0.00160994,0.00160994,0.00160994
199,37524.9,0.36261,0.50146,0.32444,0.96507,0.99668,1,0.995,0.90248,0.99668,1,0.995,0.8695,0.49608,0.37013,0.73078,0.95537,0.00160796,0.00160796,0.00160796
200,37598.9,0.35205,0.55903,0.32274,0.98446,0.99578,1,0.995,0.80489,0.99578,1,0.995,0.80768,0.51914,0.38163,0.72226,0.94402,0.00160598,0.00160598,0.00160598
